user_id	first_touch_at	utm_source	utm_campaign
12999	2018-01-12 08:53:05	nytimes	getting-to-know-cool-tshirts
13044	2018-01-30 01:41:57	medium	interview-with-cool-tshirts-founder
13062	2018-01-23 11:03:53	nytimes	getting-to-know-cool-tshirts
13069	2018-01-01 07:59:39	buzzfeed	ten-crazy-cool-tshirts-facts
13072	2018-01-28 18:49:29	buzzfeed	ten-crazy-cool-tshirts-facts
13082	2018-01-12 15:56:38	nytimes	getting-to-know-cool-tshirts
13145	2018-01-09 01:14:46	buzzfeed	ten-crazy-cool-tshirts-facts
13189	2018-01-06 22:59:02	buzzfeed	ten-crazy-cool-tshirts-facts
13236	2018-01-26 23:44:58	medium	interview-with-cool-tshirts-founder
13318	2018-01-15 17:07:41	buzzfeed	ten-crazy-cool-tshirts-facts
13418	2018-01-03 15:13:27	medium	interview-with-cool-tshirts-founder
13667	2018-01-22 12:32:25	buzzfeed	ten-crazy-cool-tshirts-facts
13691	2018-01-08 23:33:21	medium	interview-with-cool-tshirts-founder
13764	2018-01-30 15:08:50	medium	interview-with-cool-tshirts-founder
13865	2018-01-07 10:25:39	nytimes	getting-to-know-cool-tshirts
13930	2018-01-19 07:31:17	google	cool-tshirts-search
13952	2018-01-22 10:36:42	buzzfeed	ten-crazy-cool-tshirts-facts
13993	2018-01-26 19:57:20	medium	interview-with-cool-tshirts-founder
14014	2018-01-13 16:01:44	nytimes	getting-to-know-cool-tshirts
14062	2018-01-23 18:10:58	nytimes	getting-to-know-cool-tshirts
14158	2018-01-06 23:34:24	buzzfeed	ten-crazy-cool-tshirts-facts
14242	2018-01-25 04:43:59	nytimes	getting-to-know-cool-tshirts
14367	2018-01-04 12:10:39	buzzfeed	ten-crazy-cool-tshirts-facts
14378	2018-01-16 22:59:03	medium	interview-with-cool-tshirts-founder
14397	2018-01-20 02:48:21	medium	interview-with-cool-tshirts-founder
14399	2018-01-01 16:07:41	google	cool-tshirts-search
14430	2018-01-23 20:10:43	nytimes	getting-to-know-cool-tshirts
14488	2018-01-12 04:59:42	buzzfeed	ten-crazy-cool-tshirts-facts
14509	2018-01-19 03:53:02	nytimes	getting-to-know-cool-tshirts
14539	2018-01-03 16:32:56	nytimes	getting-to-know-cool-tshirts
14570	2018-01-13 15:44:50	nytimes	getting-to-know-cool-tshirts
14646	2018-01-12 09:26:58	nytimes	getting-to-know-cool-tshirts
14693	2018-01-25 11:14:09	nytimes	getting-to-know-cool-tshirts
14754	2018-01-16 21:35:49	buzzfeed	ten-crazy-cool-tshirts-facts
14770	2018-01-15 17:22:18	medium	interview-with-cool-tshirts-founder
14795	2018-01-07 07:27:29	buzzfeed	ten-crazy-cool-tshirts-facts
14816	2018-01-08 19:55:14	google	cool-tshirts-search
14872	2018-01-29 23:43:17	nytimes	getting-to-know-cool-tshirts
14962	2018-01-04 05:25:46	buzzfeed	ten-crazy-cool-tshirts-facts
14968	2018-01-03 22:24:50	buzzfeed	ten-crazy-cool-tshirts-facts
15004	2018-01-17 03:29:09	buzzfeed	ten-crazy-cool-tshirts-facts
15015	2018-01-03 01:05:39	nytimes	getting-to-know-cool-tshirts
15039	2018-01-27 23:09:14	medium	interview-with-cool-tshirts-founder
15058	2018-01-21 18:49:49	medium	interview-with-cool-tshirts-founder
15060	2018-01-13 06:30:14	buzzfeed	ten-crazy-cool-tshirts-facts
15151	2018-01-09 00:42:42	nytimes	getting-to-know-cool-tshirts
15154	2018-01-22 20:40:51	buzzfeed	ten-crazy-cool-tshirts-facts
15165	2018-01-09 08:57:58	buzzfeed	ten-crazy-cool-tshirts-facts
15172	2018-01-29 21:33:25	medium	interview-with-cool-tshirts-founder
15219	2018-01-02 12:37:39	buzzfeed	ten-crazy-cool-tshirts-facts
15228	2018-01-10 00:38:08	medium	interview-with-cool-tshirts-founder
15232	2018-01-10 15:28:40	buzzfeed	ten-crazy-cool-tshirts-facts
15288	2018-01-14 15:21:57	google	cool-tshirts-search
15349	2018-01-10 16:46:18	nytimes	getting-to-know-cool-tshirts
15385	2018-01-26 16:45:07	buzzfeed	ten-crazy-cool-tshirts-facts
15483	2018-01-04 17:46:22	medium	interview-with-cool-tshirts-founder
15508	2018-01-06 02:59:37	nytimes	getting-to-know-cool-tshirts
15531	2018-01-12 04:47:39	nytimes	getting-to-know-cool-tshirts
15591	2018-01-28 17:11:05	google	cool-tshirts-search
15620	2018-01-30 03:36:51	medium	interview-with-cool-tshirts-founder
15630	2018-01-22 04:05:26	medium	interview-with-cool-tshirts-founder
15759	2018-01-10 20:34:16	medium	interview-with-cool-tshirts-founder
15787	2018-01-20 06:03:14	buzzfeed	ten-crazy-cool-tshirts-facts
15858	2018-01-08 17:46:56	buzzfeed	ten-crazy-cool-tshirts-facts
15897	2018-01-30 23:34:11	medium	interview-with-cool-tshirts-founder
15900	2018-01-26 13:44:12	medium	interview-with-cool-tshirts-founder
15914	2018-01-08 00:28:34	medium	interview-with-cool-tshirts-founder
16014	2018-01-02 17:47:53	buzzfeed	ten-crazy-cool-tshirts-facts
16031	2018-01-18 23:29:17	nytimes	getting-to-know-cool-tshirts
16033	2018-01-03 15:03:21	google	cool-tshirts-search
16038	2018-01-02 22:44:24	google	cool-tshirts-search
16122	2018-01-01 18:44:07	buzzfeed	ten-crazy-cool-tshirts-facts
16180	2018-01-01 05:22:17	nytimes	getting-to-know-cool-tshirts
16321	2018-01-17 02:29:10	nytimes	getting-to-know-cool-tshirts
16433	2018-01-15 10:29:23	nytimes	getting-to-know-cool-tshirts
16442	2018-01-10 23:04:57	nytimes	getting-to-know-cool-tshirts
16502	2018-01-13 19:16:53	medium	interview-with-cool-tshirts-founder
16546	2018-01-17 09:59:04	medium	interview-with-cool-tshirts-founder
16617	2018-01-23 04:39:22	nytimes	getting-to-know-cool-tshirts
16636	2018-01-09 12:02:59	nytimes	getting-to-know-cool-tshirts
16687	2018-01-16 17:16:42	nytimes	getting-to-know-cool-tshirts
16696	2018-01-14 00:53:16	buzzfeed	ten-crazy-cool-tshirts-facts
16715	2018-01-10 11:32:09	buzzfeed	ten-crazy-cool-tshirts-facts
16717	2018-01-01 12:35:50	medium	interview-with-cool-tshirts-founder
16737	2018-01-16 17:49:40	nytimes	getting-to-know-cool-tshirts
16778	2018-01-20 08:42:36	medium	interview-with-cool-tshirts-founder
16834	2018-01-05 02:29:12	medium	interview-with-cool-tshirts-founder
16934	2018-01-07 15:55:46	medium	interview-with-cool-tshirts-founder
16990	2018-01-26 21:45:02	buzzfeed	ten-crazy-cool-tshirts-facts
17098	2018-01-05 04:09:17	medium	interview-with-cool-tshirts-founder
17159	2018-01-17 13:29:59	medium	interview-with-cool-tshirts-founder
17206	2018-01-15 23:41:09	google	cool-tshirts-search
17226	2018-01-04 20:49:24	buzzfeed	ten-crazy-cool-tshirts-facts
17228	2018-01-13 15:07:00	medium	interview-with-cool-tshirts-founder
17232	2018-01-07 21:41:32	buzzfeed	ten-crazy-cool-tshirts-facts
17307	2018-01-06 13:19:17	buzzfeed	ten-crazy-cool-tshirts-facts
17315	2018-01-19 04:51:00	google	cool-tshirts-search
17318	2018-01-01 23:35:46	medium	interview-with-cool-tshirts-founder
17366	2018-01-10 21:37:26	medium	interview-with-cool-tshirts-founder
17375	2018-01-30 20:24:06	nytimes	getting-to-know-cool-tshirts
17400	2018-01-23 04:57:36	nytimes	getting-to-know-cool-tshirts
17447	2018-01-01 10:46:23	nytimes	getting-to-know-cool-tshirts
17448	2018-01-11 12:04:40	nytimes	getting-to-know-cool-tshirts
17498	2018-01-03 18:15:19	nytimes	getting-to-know-cool-tshirts
17499	2018-01-17 10:32:15	medium	interview-with-cool-tshirts-founder
17526	2018-01-13 18:18:24	google	cool-tshirts-search
17733	2018-01-29 12:14:07	medium	interview-with-cool-tshirts-founder
17760	2018-01-15 11:20:44	nytimes	getting-to-know-cool-tshirts
17794	2018-01-11 01:21:58	nytimes	getting-to-know-cool-tshirts
17827	2018-01-14 18:07:28	medium	interview-with-cool-tshirts-founder
17832	2018-01-16 09:54:22	buzzfeed	ten-crazy-cool-tshirts-facts
17884	2018-01-03 04:38:12	buzzfeed	ten-crazy-cool-tshirts-facts
17905	2018-01-30 13:39:28	google	cool-tshirts-search
17964	2018-01-29 08:52:47	nytimes	getting-to-know-cool-tshirts
17981	2018-01-07 22:25:47	nytimes	getting-to-know-cool-tshirts
18154	2018-01-30 16:55:06	medium	interview-with-cool-tshirts-founder
18223	2018-01-14 11:49:27	buzzfeed	ten-crazy-cool-tshirts-facts
18262	2018-01-06 09:21:23	nytimes	getting-to-know-cool-tshirts
18396	2018-01-01 18:10:17	nytimes	getting-to-know-cool-tshirts
18413	2018-01-29 04:05:12	google	cool-tshirts-search
18490	2018-01-20 11:10:28	buzzfeed	ten-crazy-cool-tshirts-facts
18578	2018-01-26 01:10:57	medium	interview-with-cool-tshirts-founder
18601	2018-01-07 10:13:24	nytimes	getting-to-know-cool-tshirts
18609	2018-01-10 09:02:31	buzzfeed	ten-crazy-cool-tshirts-facts
18628	2018-01-17 09:38:23	medium	interview-with-cool-tshirts-founder
18642	2018-01-28 15:55:42	medium	interview-with-cool-tshirts-founder
18665	2018-01-23 04:39:44	medium	interview-with-cool-tshirts-founder
18700	2018-01-12 02:37:02	google	cool-tshirts-search
18811	2018-01-17 13:22:25	buzzfeed	ten-crazy-cool-tshirts-facts
18864	2018-01-11 14:30:51	nytimes	getting-to-know-cool-tshirts
18872	2018-01-30 23:06:52	nytimes	getting-to-know-cool-tshirts
18874	2018-01-06 03:33:02	nytimes	getting-to-know-cool-tshirts
18895	2018-01-06 06:32:19	buzzfeed	ten-crazy-cool-tshirts-facts
18961	2018-01-08 20:38:33	medium	interview-with-cool-tshirts-founder
18971	2018-01-03 22:34:36	buzzfeed	ten-crazy-cool-tshirts-facts
18972	2018-01-18 08:29:00	buzzfeed	ten-crazy-cool-tshirts-facts
18983	2018-01-23 07:17:38	nytimes	getting-to-know-cool-tshirts
19039	2018-01-02 08:14:43	nytimes	getting-to-know-cool-tshirts
19133	2018-01-05 03:08:53	nytimes	getting-to-know-cool-tshirts
19136	2018-01-07 18:01:20	nytimes	getting-to-know-cool-tshirts
19265	2018-01-20 00:02:45	medium	interview-with-cool-tshirts-founder
19329	2018-01-20 17:35:51	nytimes	getting-to-know-cool-tshirts
19352	2018-01-07 07:24:47	buzzfeed	ten-crazy-cool-tshirts-facts
19386	2018-01-21 22:11:03	google	cool-tshirts-search
19409	2018-01-19 09:01:23	nytimes	getting-to-know-cool-tshirts
19424	2018-01-16 23:35:24	google	cool-tshirts-search
19597	2018-01-21 09:53:16	buzzfeed	ten-crazy-cool-tshirts-facts
19674	2018-01-22 06:39:36	medium	interview-with-cool-tshirts-founder
19707	2018-01-07 02:57:12	medium	interview-with-cool-tshirts-founder
19742	2018-01-13 09:42:13	nytimes	getting-to-know-cool-tshirts
19821	2018-01-29 10:05:15	buzzfeed	ten-crazy-cool-tshirts-facts
19825	2018-01-22 03:52:56	medium	interview-with-cool-tshirts-founder
19826	2018-01-22 16:07:10	buzzfeed	ten-crazy-cool-tshirts-facts
19846	2018-01-25 22:46:20	nytimes	getting-to-know-cool-tshirts
19857	2018-01-11 00:44:28	buzzfeed	ten-crazy-cool-tshirts-facts
19863	2018-01-27 16:04:59	medium	interview-with-cool-tshirts-founder
19875	2018-01-30 02:22:36	nytimes	getting-to-know-cool-tshirts
19927	2018-01-11 07:34:45	medium	interview-with-cool-tshirts-founder
19969	2018-01-01 18:01:13	medium	interview-with-cool-tshirts-founder
20011	2018-01-05 23:30:10	medium	interview-with-cool-tshirts-founder
20047	2018-01-07 11:37:06	medium	interview-with-cool-tshirts-founder
20053	2018-01-26 11:25:58	buzzfeed	ten-crazy-cool-tshirts-facts
20058	2018-01-30 17:32:46	nytimes	getting-to-know-cool-tshirts
20076	2018-01-07 17:20:11	medium	interview-with-cool-tshirts-founder
20085	2018-01-28 23:42:44	medium	interview-with-cool-tshirts-founder
20177	2018-01-26 22:20:43	medium	interview-with-cool-tshirts-founder
20263	2018-01-18 09:22:25	medium	interview-with-cool-tshirts-founder
20282	2018-01-07 09:17:55	medium	interview-with-cool-tshirts-founder
20315	2018-01-02 21:12:20	medium	interview-with-cool-tshirts-founder
20363	2018-01-07 09:30:14	medium	interview-with-cool-tshirts-founder
20575	2018-01-26 13:55:25	nytimes	getting-to-know-cool-tshirts
20647	2018-01-11 03:15:20	nytimes	getting-to-know-cool-tshirts
20650	2018-01-16 16:40:18	nytimes	getting-to-know-cool-tshirts
20688	2018-01-16 01:42:57	nytimes	getting-to-know-cool-tshirts
20847	2018-01-18 13:07:06	medium	interview-with-cool-tshirts-founder
20892	2018-01-11 00:25:51	medium	interview-with-cool-tshirts-founder
21085	2018-01-13 21:23:20	nytimes	getting-to-know-cool-tshirts
21105	2018-01-25 15:10:01	nytimes	getting-to-know-cool-tshirts
21109	2018-01-07 22:42:25	nytimes	getting-to-know-cool-tshirts
21132	2018-01-17 19:56:44	nytimes	getting-to-know-cool-tshirts
21142	2018-01-12 18:59:24	medium	interview-with-cool-tshirts-founder
21181	2018-01-03 06:00:09	medium	interview-with-cool-tshirts-founder
21239	2018-01-03 02:47:43	medium	interview-with-cool-tshirts-founder
21293	2018-01-08 13:14:23	medium	interview-with-cool-tshirts-founder
21317	2018-01-17 01:00:57	google	cool-tshirts-search
21319	2018-01-17 09:09:10	medium	interview-with-cool-tshirts-founder
21370	2018-01-09 20:24:12	nytimes	getting-to-know-cool-tshirts
21400	2018-01-15 11:51:18	buzzfeed	ten-crazy-cool-tshirts-facts
21417	2018-01-10 13:26:14	medium	interview-with-cool-tshirts-founder
21462	2018-01-02 04:25:36	google	cool-tshirts-search
21472	2018-01-16 15:36:22	buzzfeed	ten-crazy-cool-tshirts-facts
21485	2018-01-10 16:44:35	nytimes	getting-to-know-cool-tshirts
21506	2018-01-30 01:50:36	medium	interview-with-cool-tshirts-founder
21607	2018-01-12 09:53:19	nytimes	getting-to-know-cool-tshirts
21629	2018-01-20 11:23:08	nytimes	getting-to-know-cool-tshirts
21729	2018-01-06 05:35:01	nytimes	getting-to-know-cool-tshirts
21753	2018-01-01 15:59:58	buzzfeed	ten-crazy-cool-tshirts-facts
21924	2018-01-14 19:52:21	medium	interview-with-cool-tshirts-founder
22016	2018-01-26 17:23:13	medium	interview-with-cool-tshirts-founder
22055	2018-01-13 02:37:49	nytimes	getting-to-know-cool-tshirts
22072	2018-01-07 21:53:51	buzzfeed	ten-crazy-cool-tshirts-facts
22138	2018-01-22 02:21:02	nytimes	getting-to-know-cool-tshirts
22148	2018-01-27 13:11:14	nytimes	getting-to-know-cool-tshirts
22153	2018-01-20 01:04:04	medium	interview-with-cool-tshirts-founder
22155	2018-01-30 10:25:10	buzzfeed	ten-crazy-cool-tshirts-facts
22224	2018-01-26 04:45:52	buzzfeed	ten-crazy-cool-tshirts-facts
22271	2018-01-05 07:50:57	nytimes	getting-to-know-cool-tshirts
22395	2018-01-12 12:35:23	buzzfeed	ten-crazy-cool-tshirts-facts
22466	2018-01-10 16:45:02	medium	interview-with-cool-tshirts-founder
22616	2018-01-22 00:28:26	medium	interview-with-cool-tshirts-founder
22642	2018-01-06 20:54:27	medium	interview-with-cool-tshirts-founder
22698	2018-01-02 23:40:12	google	cool-tshirts-search
22721	2018-01-28 22:55:12	medium	interview-with-cool-tshirts-founder
22735	2018-01-03 10:40:34	buzzfeed	ten-crazy-cool-tshirts-facts
22859	2018-01-17 21:37:45	nytimes	getting-to-know-cool-tshirts
22981	2018-01-29 01:59:06	buzzfeed	ten-crazy-cool-tshirts-facts
23002	2018-01-05 21:52:45	nytimes	getting-to-know-cool-tshirts
23031	2018-01-26 08:49:56	nytimes	getting-to-know-cool-tshirts
23054	2018-01-19 18:45:20	medium	interview-with-cool-tshirts-founder
23158	2018-01-01 16:23:15	buzzfeed	ten-crazy-cool-tshirts-facts
23182	2018-01-30 10:16:00	nytimes	getting-to-know-cool-tshirts
23188	2018-01-30 12:36:58	medium	interview-with-cool-tshirts-founder
23205	2018-01-30 09:37:52	nytimes	getting-to-know-cool-tshirts
23218	2018-01-07 22:16:57	medium	interview-with-cool-tshirts-founder
23291	2018-01-12 12:19:21	buzzfeed	ten-crazy-cool-tshirts-facts
23348	2018-01-23 11:08:01	medium	interview-with-cool-tshirts-founder
23406	2018-01-04 08:12:32	buzzfeed	ten-crazy-cool-tshirts-facts
23431	2018-01-29 00:04:07	buzzfeed	ten-crazy-cool-tshirts-facts
23452	2018-01-09 00:33:00	medium	interview-with-cool-tshirts-founder
23490	2018-01-09 03:51:00	nytimes	getting-to-know-cool-tshirts
23506	2018-01-27 20:24:42	google	cool-tshirts-search
23542	2018-01-07 20:30:19	nytimes	getting-to-know-cool-tshirts
23683	2018-01-02 00:51:09	medium	interview-with-cool-tshirts-founder
23720	2018-01-05 02:19:39	buzzfeed	ten-crazy-cool-tshirts-facts
23810	2018-01-23 13:42:54	google	cool-tshirts-search
23989	2018-01-10 10:37:52	nytimes	getting-to-know-cool-tshirts
24163	2018-01-15 16:31:51	google	cool-tshirts-search
24187	2018-01-11 14:18:34	buzzfeed	ten-crazy-cool-tshirts-facts
24267	2018-01-26 02:43:05	buzzfeed	ten-crazy-cool-tshirts-facts
24353	2018-01-07 13:06:38	nytimes	getting-to-know-cool-tshirts
24381	2018-01-22 08:03:10	buzzfeed	ten-crazy-cool-tshirts-facts
24466	2018-01-25 16:55:15	buzzfeed	ten-crazy-cool-tshirts-facts
24470	2018-01-17 17:36:08	nytimes	getting-to-know-cool-tshirts
24474	2018-01-21 23:41:27	medium	interview-with-cool-tshirts-founder
24506	2018-01-13 04:40:38	buzzfeed	ten-crazy-cool-tshirts-facts
24558	2018-01-11 07:40:18	buzzfeed	ten-crazy-cool-tshirts-facts
24562	2018-01-13 12:30:47	buzzfeed	ten-crazy-cool-tshirts-facts
24693	2018-01-09 12:26:40	nytimes	getting-to-know-cool-tshirts
24741	2018-01-07 19:32:26	nytimes	getting-to-know-cool-tshirts
24776	2018-01-10 12:36:02	nytimes	getting-to-know-cool-tshirts
24786	2018-01-02 23:47:37	nytimes	getting-to-know-cool-tshirts
24794	2018-01-21 02:27:07	buzzfeed	ten-crazy-cool-tshirts-facts
24835	2018-01-30 03:27:13	google	cool-tshirts-search
24839	2018-01-07 00:49:06	nytimes	getting-to-know-cool-tshirts
24965	2018-01-30 14:36:12	google	cool-tshirts-search
24972	2018-01-29 05:43:52	buzzfeed	ten-crazy-cool-tshirts-facts
24980	2018-01-22 18:10:26	nytimes	getting-to-know-cool-tshirts
25001	2018-01-18 05:47:10	google	cool-tshirts-search
25040	2018-01-04 16:06:20	buzzfeed	ten-crazy-cool-tshirts-facts
25117	2018-01-11 21:01:22	nytimes	getting-to-know-cool-tshirts
25213	2018-01-25 09:34:22	medium	interview-with-cool-tshirts-founder
25340	2018-01-14 19:48:34	nytimes	getting-to-know-cool-tshirts
25403	2018-01-20 04:47:46	google	cool-tshirts-search
25426	2018-01-22 22:12:00	buzzfeed	ten-crazy-cool-tshirts-facts
25662	2018-01-25 12:09:28	google	cool-tshirts-search
25669	2018-01-24 01:13:08	medium	interview-with-cool-tshirts-founder
25698	2018-01-10 18:40:46	medium	interview-with-cool-tshirts-founder
25699	2018-01-25 02:17:01	medium	interview-with-cool-tshirts-founder
25760	2018-01-06 00:39:48	nytimes	getting-to-know-cool-tshirts
25784	2018-01-28 17:34:57	buzzfeed	ten-crazy-cool-tshirts-facts
25816	2018-01-29 11:46:51	buzzfeed	ten-crazy-cool-tshirts-facts
25821	2018-01-12 13:55:02	nytimes	getting-to-know-cool-tshirts
25828	2018-01-24 12:31:38	buzzfeed	ten-crazy-cool-tshirts-facts
25877	2018-01-30 19:14:34	buzzfeed	ten-crazy-cool-tshirts-facts
25879	2018-01-10 07:22:34	buzzfeed	ten-crazy-cool-tshirts-facts
25919	2018-01-10 06:12:19	buzzfeed	ten-crazy-cool-tshirts-facts
25923	2018-01-09 17:47:23	medium	interview-with-cool-tshirts-founder
25928	2018-01-18 09:54:17	medium	interview-with-cool-tshirts-founder
25979	2018-01-21 05:48:03	medium	interview-with-cool-tshirts-founder
26015	2018-01-18 09:55:55	nytimes	getting-to-know-cool-tshirts
26163	2018-01-14 02:16:20	buzzfeed	ten-crazy-cool-tshirts-facts
26205	2018-01-22 18:00:48	buzzfeed	ten-crazy-cool-tshirts-facts
26231	2018-01-20 22:01:21	buzzfeed	ten-crazy-cool-tshirts-facts
26234	2018-01-29 13:15:00	google	cool-tshirts-search
26279	2018-01-16 21:41:23	medium	interview-with-cool-tshirts-founder
26292	2018-01-09 10:02:51	buzzfeed	ten-crazy-cool-tshirts-facts
26297	2018-01-07 04:06:42	buzzfeed	ten-crazy-cool-tshirts-facts
26355	2018-01-29 07:36:25	medium	interview-with-cool-tshirts-founder
26378	2018-01-25 10:16:23	nytimes	getting-to-know-cool-tshirts
26382	2018-01-11 06:40:38	buzzfeed	ten-crazy-cool-tshirts-facts
26395	2018-01-10 20:06:14	medium	interview-with-cool-tshirts-founder
26397	2018-01-03 09:01:50	google	cool-tshirts-search
26402	2018-01-19 19:31:08	medium	interview-with-cool-tshirts-founder
26460	2018-01-09 20:50:09	medium	interview-with-cool-tshirts-founder
26516	2018-01-02 01:16:06	nytimes	getting-to-know-cool-tshirts
26528	2018-01-19 14:31:28	buzzfeed	ten-crazy-cool-tshirts-facts
26551	2018-01-07 09:10:53	google	cool-tshirts-search
26627	2018-01-02 11:09:41	medium	interview-with-cool-tshirts-founder
26663	2018-01-15 23:50:57	nytimes	getting-to-know-cool-tshirts
26671	2018-01-25 21:36:51	google	cool-tshirts-search
26788	2018-01-06 23:23:17	medium	interview-with-cool-tshirts-founder
26811	2018-01-29 10:18:07	buzzfeed	ten-crazy-cool-tshirts-facts
26835	2018-01-07 00:34:04	nytimes	getting-to-know-cool-tshirts
26865	2018-01-23 04:20:39	nytimes	getting-to-know-cool-tshirts
26954	2018-01-24 17:12:53	medium	interview-with-cool-tshirts-founder
26982	2018-01-02 05:17:03	buzzfeed	ten-crazy-cool-tshirts-facts
27063	2018-01-24 10:21:17	google	cool-tshirts-search
27089	2018-01-04 01:33:35	medium	interview-with-cool-tshirts-founder
27141	2018-01-26 12:27:13	medium	interview-with-cool-tshirts-founder
27143	2018-01-22 14:24:41	buzzfeed	ten-crazy-cool-tshirts-facts
27183	2018-01-20 04:03:31	medium	interview-with-cool-tshirts-founder
27220	2018-01-10 08:44:27	medium	interview-with-cool-tshirts-founder
27241	2018-01-14 04:06:20	medium	interview-with-cool-tshirts-founder
27316	2018-01-21 20:51:52	medium	interview-with-cool-tshirts-founder
27386	2018-01-02 13:22:25	nytimes	getting-to-know-cool-tshirts
27411	2018-01-07 03:07:28	medium	interview-with-cool-tshirts-founder
27472	2018-01-26 21:20:08	nytimes	getting-to-know-cool-tshirts
27550	2018-01-18 20:15:18	nytimes	getting-to-know-cool-tshirts
27558	2018-01-01 07:12:20	nytimes	getting-to-know-cool-tshirts
